,_id,dezenas,premiacoes
239,"{'loteria': 'super-sete', 'concurso': 240}","['2', '5', '1', '9', '4', '7', '7']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 4, 'premio': '6.583,25'}, {'acertos': '5 Pontos', 'vencedores': 57, 'premio': '659,97'}, {'acertos': '4 Pontos', 'vencedores': 870, 'premio': '43,23'}, {'acertos': '3 Pontos', 'vencedores': 7107, 'premio': '5,00'}]"
240,"{'loteria': 'super-sete', 'concurso': 241}","['2', '4', '9', '8', '3', '6', '1']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '28.160,26'}, {'acertos': '5 Pontos', 'vencedores': 53, 'premio': '759,03'}, {'acertos': '4 Pontos', 'vencedores': 792, 'premio': '50,79'}, {'acertos': '3 Pontos', 'vencedores': 6707, 'premio': '5,00'}]"
241,"{'loteria': 'super-sete', 'concurso': 242}","['6', '1', '6', '9', '3', '4', '1']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 4, 'premio': '6.878,44'}, {'acertos': '5 Pontos', 'vencedores': 24, 'premio': '1.637,72'}, {'acertos': '4 Pontos', 'vencedores': 559, 'premio': '70,31'}, {'acertos': '3 Pontos', 'vencedores': 5417, 'premio': '5,00'}]"
242,"{'loteria': 'super-sete', 'concurso': 243}","['9', '9', '5', '7', '0', '9', '0']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 3, 'premio': '8.996,26'}, {'acertos': '5 Pontos', 'vencedores': 47, 'premio': '820,32'}, {'acertos': '4 Pontos', 'vencedores': 690, 'premio': '55,87'}, {'acertos': '3 Pontos', 'vencedores': 6123, 'premio': '5,00'}]"
243,"{'loteria': 'super-sete', 'concurso': 244}","['6', '5', '5', '5', '3', '9', '7']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 37, 'premio': '1.069,30'}, {'acertos': '4 Pontos', 'vencedores': 657, 'premio': '60,21'}, {'acertos': '3 Pontos', 'vencedores': 6117, 'premio': '5,00'}]"
244,"{'loteria': 'super-sete', 'concurso': 245}","['6', '7', '9', '0', '2', '1', '7']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 39, 'premio': '928,57'}, {'acertos': '4 Pontos', 'vencedores': 545, 'premio': '66,44'}, {'acertos': '3 Pontos', 'vencedores': 5226, 'premio': '5,00'}]"
245,"{'loteria': 'super-sete', 'concurso': 246}","['4', '9', '0', '5', '4', '9', '3']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '29.558,16'}, {'acertos': '5 Pontos', 'vencedores': 35, 'premio': '1.206,45'}, {'acertos': '4 Pontos', 'vencedores': 589, 'premio': '71,69'}, {'acertos': '3 Pontos', 'vencedores': 5831, 'premio': '5,00'}]"
246,"{'loteria': 'super-sete', 'concurso': 247}","['0', '9', '9', '5', '0', '5', '5']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 31, 'premio': '1.357,39'}, {'acertos': '4 Pontos', 'vencedores': 635, 'premio': '66,26'}, {'acertos': '3 Pontos', 'vencedores': 6040, 'premio': '5,00'}]"
247,"{'loteria': 'super-sete', 'concurso': 248}","['9', '2', '4', '6', '3', '1', '4']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '13.461,02'}, {'acertos': '5 Pontos', 'vencedores': 48, 'premio': '801,25'}, {'acertos': '4 Pontos', 'vencedores': 757, 'premio': '50,80'}, {'acertos': '3 Pontos', 'vencedores': 5873, 'premio': '5,00'}]"
248,"{'loteria': 'super-sete', 'concurso': 249}","['8', '7', '6', '7', '8', '2', '4']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '14.180,02'}, {'acertos': '5 Pontos', 'vencedores': 29, 'premio': '1.397,04'}, {'acertos': '4 Pontos', 'vencedores': 585, 'premio': '69,25'}, {'acertos': '3 Pontos', 'vencedores': 5697, 'premio': '5,00'}]"
249,"{'loteria': 'super-sete', 'concurso': 250}","['0', '7', '4', '1', '5', '7', '8']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '14.917,00'}, {'acertos': '5 Pontos', 'vencedores': 46, 'premio': '926,52'}, {'acertos': '4 Pontos', 'vencedores': 877, 'premio': '48,59'}, {'acertos': '3 Pontos', 'vencedores': 7467, 'premio': '5,00'}]"
250,"{'loteria': 'super-sete', 'concurso': 251}","['7', '6', '9', '9', '2', '2', '0']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 40, 'premio': '1.114,74'}, {'acertos': '4 Pontos', 'vencedores': 733, 'premio': '60,83'}, {'acertos': '3 Pontos', 'vencedores': 6445, 'premio': '5,00'}]"
251,"{'loteria': 'super-sete', 'concurso': 252}","['0', '4', '7', '0', '7', '5', '4']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 3, 'premio': '12.480,97'}, {'acertos': '5 Pontos', 'vencedores': 55, 'premio': '972,54'}, {'acertos': '4 Pontos', 'vencedores': 838, 'premio': '63,83'}, {'acertos': '3 Pontos', 'vencedores': 7857, 'premio': '5,00'}]"
252,"{'loteria': 'super-sete', 'concurso': 253}","['7', '0', '8', '8', '3', '7', '5']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '34.220,49'}, {'acertos': '5 Pontos', 'vencedores': 48, 'premio': '1.018,46'}, {'acertos': '4 Pontos', 'vencedores': 699, 'premio': '69,93'}, {'acertos': '3 Pontos', 'vencedores': 6933, 'premio': '5,00'}]"
253,"{'loteria': 'super-sete', 'concurso': 254}","['8', '3', '8', '9', '4', '2', '0']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '32.439,25'}, {'acertos': '5 Pontos', 'vencedores': 43, 'premio': '1.077,71'}, {'acertos': '4 Pontos', 'vencedores': 727, 'premio': '63,74'}, {'acertos': '3 Pontos', 'vencedores': 6940, 'premio': '5,00'}]"
254,"{'loteria': 'super-sete', 'concurso': 255}","['4', '7', '0', '6', '1', '9', '8']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '16.113,35'}, {'acertos': '5 Pontos', 'vencedores': 77, 'premio': '597,89'}, {'acertos': '4 Pontos', 'vencedores': 961, 'premio': '47,90'}, {'acertos': '3 Pontos', 'vencedores': 7735, 'premio': '5,00'}]"
255,"{'loteria': 'super-sete', 'concurso': 256}","['7', '7', '0', '9', '4', '9', '3']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 52, 'premio': '874,25'}, {'acertos': '4 Pontos', 'vencedores': 732, 'premio': '62,10'}, {'acertos': '3 Pontos', 'vencedores': 6739, 'premio': '5,00'}]"
256,"{'loteria': 'super-sete', 'concurso': 257}","['1', '0', '6', '0', '0', '5', '5']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '31.759,26'}, {'acertos': '5 Pontos', 'vencedores': 50, 'premio': '907,40'}, {'acertos': '4 Pontos', 'vencedores': 802, 'premio': '56,57'}, {'acertos': '3 Pontos', 'vencedores': 7231, 'premio': '5,00'}]"
257,"{'loteria': 'super-sete', 'concurso': 258}","['2', '9', '7', '0', '7', '7', '1']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '16.575,66'}, {'acertos': '5 Pontos', 'vencedores': 45, 'premio': '1.052,42'}, {'acertos': '4 Pontos', 'vencedores': 871, 'premio': '54,37'}, {'acertos': '3 Pontos', 'vencedores': 7661, 'premio': '5,00'}]"
258,"{'loteria': 'super-sete', 'concurso': 259}","['1', '8', '1', '9', '5', '0', '3']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '19.245,31'}, {'acertos': '5 Pontos', 'vencedores': 55, 'premio': '999,75'}, {'acertos': '4 Pontos', 'vencedores': 1017, 'premio': '54,06'}, {'acertos': '3 Pontos', 'vencedores': 9524, 'premio': '5,00'}]"
259,"{'loteria': 'super-sete', 'concurso': 260}","['6', '6', '0', '9', '4', '4', '2']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '36.040,95'}, {'acertos': '5 Pontos', 'vencedores': 44, 'premio': '1.170,16'}, {'acertos': '4 Pontos', 'vencedores': 749, 'premio': '68,74'}, {'acertos': '3 Pontos', 'vencedores': 7383, 'premio': '5,00'}]"
260,"{'loteria': 'super-sete', 'concurso': 261}","['2', '5', '0', '1', '9', '3', '3']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 6, 'premio': '5.738,54'}, {'acertos': '5 Pontos', 'vencedores': 87, 'premio': '565,37'}, {'acertos': '4 Pontos', 'vencedores': 1371, 'premio': '35,87'}, {'acertos': '3 Pontos', 'vencedores': 9979, 'premio': '5,00'}]"
261,"{'loteria': 'super-sete', 'concurso': 262}","['2', '8', '8', '7', '0', '8', '3']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '40.484,01'}, {'acertos': '5 Pontos', 'vencedores': 52, 'premio': '1.112,19'}, {'acertos': '4 Pontos', 'vencedores': 897, 'premio': '64,47'}, {'acertos': '3 Pontos', 'vencedores': 8713, 'premio': '5,00'}]"
262,"{'loteria': 'super-sete', 'concurso': 263}","['6', '7', '3', '0', '8', '9', '8']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '20.869,07'}, {'acertos': '5 Pontos', 'vencedores': 60, 'premio': '993,76'}, {'acertos': '4 Pontos', 'vencedores': 890, 'premio': '66,99'}, {'acertos': '3 Pontos', 'vencedores': 8599, 'premio': '5,00'}]"
263,"{'loteria': 'super-sete', 'concurso': 264}","['3', '7', '4', '8', '0', '4', '1']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '43.009,01'}, {'acertos': '5 Pontos', 'vencedores': 57, 'premio': '1.077,91'}, {'acertos': '4 Pontos', 'vencedores': 966, 'premio': '63,60'}, {'acertos': '3 Pontos', 'vencedores': 9288, 'premio': '5,00'}]"
264,"{'loteria': 'super-sete', 'concurso': 265}","['9', '6', '5', '0', '2', '1', '6']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '48.237,48'}, {'acertos': '5 Pontos', 'vencedores': 103, 'premio': '669,03'}, {'acertos': '4 Pontos', 'vencedores': 1120, 'premio': '61,52'}, {'acertos': '3 Pontos', 'vencedores': 9940, 'premio': '5,00'}]"
265,"{'loteria': 'super-sete', 'concurso': 266}","['8', '7', '9', '3', '6', '6', '5']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '21.643,29'}, {'acertos': '5 Pontos', 'vencedores': 74, 'premio': '835,64'}, {'acertos': '4 Pontos', 'vencedores': 1028, 'premio': '60,15'}, {'acertos': '3 Pontos', 'vencedores': 8973, 'premio': '5,00'}]"
266,"{'loteria': 'super-sete', 'concurso': 267}","['4', '9', '9', '7', '4', '0', '2']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '31.066,20'}, {'acertos': '5 Pontos', 'vencedores': 78, 'premio': '1.137,95'}, {'acertos': '4 Pontos', 'vencedores': 1327, 'premio': '66,88'}, {'acertos': '3 Pontos', 'vencedores': 12715, 'premio': '5,00'}]"
267,"{'loteria': 'super-sete', 'concurso': 268}","['6', '5', '4', '5', '3', '8', '6']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '25.564,07'}, {'acertos': '5 Pontos', 'vencedores': 74, 'premio': '987,02'}, {'acertos': '4 Pontos', 'vencedores': 1222, 'premio': '59,77'}, {'acertos': '3 Pontos', 'vencedores': 11295, 'premio': '5,00'}]"
268,"{'loteria': 'super-sete', 'concurso': 269}","['3', '7', '4', '3', '7', '3', '0']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 3, 'premio': '14.542,49'}, {'acertos': '5 Pontos', 'vencedores': 95, 'premio': '656,05'}, {'acertos': '4 Pontos', 'vencedores': 1232, 'premio': '50,58'}, {'acertos': '3 Pontos', 'vencedores': 10341, 'premio': '5,00'}]"
269,"{'loteria': 'super-sete', 'concurso': 270}","['5', '8', '5', '5', '7', '5', '4']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 63, 'premio': '1.115,00'}, {'acertos': '4 Pontos', 'vencedores': 1362, 'premio': '51,57'}, {'acertos': '3 Pontos', 'vencedores': 11455, 'premio': '5,00'}]"
270,"{'loteria': 'super-sete', 'concurso': 271}","['3', '4', '8', '7', '1', '0', '3']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 3, 'premio': '19.819,18'}, {'acertos': '5 Pontos', 'vencedores': 83, 'premio': '1.023,36'}, {'acertos': '4 Pontos', 'vencedores': 1388, 'premio': '61,19'}, {'acertos': '3 Pontos', 'vencedores': 12968, 'premio': '5,00'}]"
271,"{'loteria': 'super-sete', 'concurso': 272}","['4', '1', '8', '3', '5', '5', '0']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 3, 'premio': '20.748,38'}, {'acertos': '5 Pontos', 'vencedores': 85, 'premio': '1.046,13'}, {'acertos': '4 Pontos', 'vencedores': 1534, 'premio': '57,96'}, {'acertos': '3 Pontos', 'vencedores': 14259, 'premio': '5,00'}]"
272,"{'loteria': 'super-sete', 'concurso': 273}","['0', '8', '4', '9', '9', '6', '5']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 5, 'premio': '14.331,68'}, {'acertos': '5 Pontos', 'vencedores': 152, 'premio': '673,48'}, {'acertos': '4 Pontos', 'vencedores': 1957, 'premio': '52,30'}, {'acertos': '3 Pontos', 'vencedores': 16270, 'premio': '5,00'}]"
273,"{'loteria': 'super-sete', 'concurso': 274}","['6', '1', '6', '9', '8', '6', '3']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '81.346,25'}, {'acertos': '5 Pontos', 'vencedores': 102, 'premio': '1.139,30'}, {'acertos': '4 Pontos', 'vencedores': 1741, 'premio': '66,74'}, {'acertos': '3 Pontos', 'vencedores': 16641, 'premio': '5,00'}]"
274,"{'loteria': 'super-sete', 'concurso': 275}","['7', '1', '2', '8', '8', '6', '1']","[{'acertos': '7 Pontos', 'vencedores': 1, 'premio': '6.623.773,04'}, {'acertos': '6 Pontos', 'vencedores': 3, 'premio': '30.206,91'}, {'acertos': '5 Pontos', 'vencedores': 139, 'premio': '931,35'}, {'acertos': '4 Pontos', 'vencedores': 2277, 'premio': '56,85'}, {'acertos': '3 Pontos', 'vencedores': 20703, 'premio': '5,00'}]"
275,"{'loteria': 'super-sete', 'concurso': 276}","['7', '0', '6', '0', '3', '4', '2']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '11.017,65'}, {'acertos': '5 Pontos', 'vencedores': 28, 'premio': '1.124,25'}, {'acertos': '4 Pontos', 'vencedores': 434, 'premio': '72,53'}, {'acertos': '3 Pontos', 'vencedores': 4256, 'premio': '5,00'}]"
276,"{'loteria': 'super-sete', 'concurso': 277}","['9', '6', '2', '1', '6', '9', '8']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '22.777,88'}, {'acertos': '5 Pontos', 'vencedores': 28, 'premio': '1.162,13'}, {'acertos': '4 Pontos', 'vencedores': 492, 'premio': '66,13'}, {'acertos': '3 Pontos', 'vencedores': 4827, 'premio': '5,00'}]"
277,"{'loteria': 'super-sete', 'concurso': 278}","['7', '7', '4', '2', '9', '9', '4']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '10.456,16'}, {'acertos': '5 Pontos', 'vencedores': 31, 'premio': '963,70'}, {'acertos': '4 Pontos', 'vencedores': 549, 'premio': '54,41'}, {'acertos': '3 Pontos', 'vencedores': 4490, 'premio': '5,00'}]"
278,"{'loteria': 'super-sete', 'concurso': 279}","['5', '2', '6', '8', '1', '2', '0']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '21.103,57'}, {'acertos': '5 Pontos', 'vencedores': 36, 'premio': '837,44'}, {'acertos': '4 Pontos', 'vencedores': 492, 'premio': '61,27'}, {'acertos': '3 Pontos', 'vencedores': 4484, 'premio': '5,00'}]"
279,"{'loteria': 'super-sete', 'concurso': 280}","['2', '6', '0', '8', '2', '3', '4']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 3, 'premio': '7.049,69'}, {'acertos': '5 Pontos', 'vencedores': 32, 'premio': '944,15'}, {'acertos': '4 Pontos', 'vencedores': 526, 'premio': '57,43'}, {'acertos': '3 Pontos', 'vencedores': 4882, 'premio': '5,00'}]"
280,"{'loteria': 'super-sete', 'concurso': 281}","['2', '0', '0', '6', '6', '0', '3']","[{'acertos': '7 Pontos', 'vencedores': 1, 'premio': '470.368,92'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '10.150,31'}, {'acertos': '5 Pontos', 'vencedores': 33, 'premio': '878,81'}, {'acertos': '4 Pontos', 'vencedores': 510, 'premio': '56,86'}, {'acertos': '3 Pontos', 'vencedores': 4742, 'premio': '5,00'}]"
281,"{'loteria': 'super-sete', 'concurso': 282}","['8', '7', '4', '1', '6', '6', '1']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '17.887,77'}, {'acertos': '5 Pontos', 'vencedores': 28, 'premio': '912,64'}, {'acertos': '4 Pontos', 'vencedores': 397, 'premio': '64,36'}, {'acertos': '3 Pontos', 'vencedores': 3801, 'premio': '5,00'}]"
282,"{'loteria': 'super-sete', 'concurso': 283}","['9', '6', '0', '6', '8', '2', '0']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '18.085,76'}, {'acertos': '5 Pontos', 'vencedores': 18, 'premio': '1.435,37'}, {'acertos': '4 Pontos', 'vencedores': 398, 'premio': '64,91'}, {'acertos': '3 Pontos', 'vencedores': 3705, 'premio': '5,00'}]"
283,"{'loteria': 'super-sete', 'concurso': 284}","['2', '6', '9', '5', '0', '9', '9']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 34, 'premio': '716,80'}, {'acertos': '4 Pontos', 'vencedores': 409, 'premio': '59,58'}, {'acertos': '3 Pontos', 'vencedores': 3903, 'premio': '5,00'}]"
284,"{'loteria': 'super-sete', 'concurso': 285}","['6', '6', '7', '2', '9', '3', '4']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 3, 'premio': '6.182,28'}, {'acertos': '5 Pontos', 'vencedores': 33, 'premio': '802,89'}, {'acertos': '4 Pontos', 'vencedores': 435, 'premio': '60,90'}, {'acertos': '3 Pontos', 'vencedores': 3940, 'premio': '5,00'}]"
285,"{'loteria': 'super-sete', 'concurso': 286}","['6', '1', '5', '9', '3', '4', '1']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 6, 'premio': '3.198,63'}, {'acertos': '5 Pontos', 'vencedores': 30, 'premio': '913,89'}, {'acertos': '4 Pontos', 'vencedores': 439, 'premio': '62,45'}, {'acertos': '3 Pontos', 'vencedores': 4037, 'premio': '5,00'}]"
286,"{'loteria': 'super-sete', 'concurso': 287}","['5', '5', '4', '7', '0', '2', '5']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 25, 'premio': '1.011,16'}, {'acertos': '4 Pontos', 'vencedores': 400, 'premio': '63,19'}, {'acertos': '3 Pontos', 'vencedores': 4111, 'premio': '5,00'}]"
287,"{'loteria': 'super-sete', 'concurso': 288}","['0', '7', '7', '1', '9', '9', '6']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 38, 'premio': '686,12'}, {'acertos': '4 Pontos', 'vencedores': 540, 'premio': '48,28'}, {'acertos': '3 Pontos', 'vencedores': 4620, 'premio': '5,00'}]"
288,"{'loteria': 'super-sete', 'concurso': 289}","['7', '9', '2', '1', '2', '7', '1']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 37, 'premio': '1.019,78'}, {'acertos': '4 Pontos', 'vencedores': 585, 'premio': '64,49'}, {'acertos': '3 Pontos', 'vencedores': 5741, 'premio': '5,00'}]"
289,"{'loteria': 'super-sete', 'concurso': 290}","['2', '5', '2', '4', '0', '0', '9']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '22.792,52'}, {'acertos': '5 Pontos', 'vencedores': 45, 'premio': '723,57'}, {'acertos': '4 Pontos', 'vencedores': 662, 'premio': '49,18'}, {'acertos': '3 Pontos', 'vencedores': 5481, 'premio': '5,00'}]"
290,"{'loteria': 'super-sete', 'concurso': 291}","['1', '9', '1', '3', '1', '8', '6']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '13.018,57'}, {'acertos': '5 Pontos', 'vencedores': 65, 'premio': '572,24'}, {'acertos': '4 Pontos', 'vencedores': 835, 'premio': '44,54'}, {'acertos': '3 Pontos', 'vencedores': 6620, 'premio': '5,00'}]"
291,"{'loteria': 'super-sete', 'concurso': 292}","['6', '8', '9', '1', '5', '2', '3']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '13.784,92'}, {'acertos': '5 Pontos', 'vencedores': 41, 'premio': '960,62'}, {'acertos': '4 Pontos', 'vencedores': 666, 'premio': '59,13'}, {'acertos': '3 Pontos', 'vencedores': 5937, 'premio': '5,00'}]"
292,"{'loteria': 'super-sete', 'concurso': 293}","['4', '5', '9', '9', '5', '2', '1']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '29.439,85'}, {'acertos': '5 Pontos', 'vencedores': 39, 'premio': '1.078,38'}, {'acertos': '4 Pontos', 'vencedores': 673, 'premio': '62,49'}, {'acertos': '3 Pontos', 'vencedores': 6233, 'premio': '5,00'}]"
293,"{'loteria': 'super-sete', 'concurso': 294}","['3', '7', '4', '7', '6', '7', '5']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 4, 'premio': '6.699,52'}, {'acertos': '5 Pontos', 'vencedores': 45, 'premio': '850,73'}, {'acertos': '4 Pontos', 'vencedores': 765, 'premio': '50,04'}, {'acertos': '3 Pontos', 'vencedores': 6744, 'premio': '5,00'}]"
294,"{'loteria': 'super-sete', 'concurso': 295}","['5', '9', '6', '0', '8', '6', '3']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 3, 'premio': '9.000,70'}, {'acertos': '5 Pontos', 'vencedores': 33, 'premio': '1.168,92'}, {'acertos': '4 Pontos', 'vencedores': 577, 'premio': '66,85'}, {'acertos': '3 Pontos', 'vencedores': 5396, 'premio': '5,00'}]"
295,"{'loteria': 'super-sete', 'concurso': 296}","['0', '0', '5', '5', '0', '9', '2']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '12.479,95'}, {'acertos': '5 Pontos', 'vencedores': 58, 'premio': '614,77'}, {'acertos': '4 Pontos', 'vencedores': 610, 'premio': '58,45'}, {'acertos': '3 Pontos', 'vencedores': 5244, 'premio': '5,00'}]"
296,"{'loteria': 'super-sete', 'concurso': 297}","['7', '3', '7', '0', '0', '6', '7']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '27.901,17'}, {'acertos': '5 Pontos', 'vencedores': 37, 'premio': '1.077,26'}, {'acertos': '4 Pontos', 'vencedores': 624, 'premio': '63,87'}, {'acertos': '3 Pontos', 'vencedores': 6076, 'premio': '5,00'}]"
297,"{'loteria': 'super-sete', 'concurso': 298}","['5', '9', '1', '1', '7', '9', '1']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 3, 'premio': '8.620,09'}, {'acertos': '5 Pontos', 'vencedores': 40, 'premio': '923,58'}, {'acertos': '4 Pontos', 'vencedores': 613, 'premio': '60,26'}, {'acertos': '3 Pontos', 'vencedores': 5540, 'premio': '5,00'}]"
298,"{'loteria': 'super-sete', 'concurso': 299}","['0', '8', '5', '2', '0', '5', '6']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '25.331,72'}, {'acertos': '5 Pontos', 'vencedores': 34, 'premio': '1.064,35'}, {'acertos': '4 Pontos', 'vencedores': 591, 'premio': '61,23'}, {'acertos': '3 Pontos', 'vencedores': 5507, 'premio': '5,00'}]"
